"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Break","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Break","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","2","122","0","0","0","0","0","122","122","0","0","122","122","122","122","122","0","0","0","0","0","0","122","122","122","122","122","122","122","122","122","122","0","122","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3169595","NA","2819322","NA","2421173","2810065","3171218","3169700","NA","2421173","3172218","3143342","3166658","3172221","3131910","2419488","2419800","2420072","2420416","2419080","2417052","3172721","3143845","3166661","3172723","3131913","3172724","3174829","NA","3174726","3174929","2418309","3169595","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","22002","11","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","2","123","0","0","0","0","0","123","123","0","0","123","123","123","123","123","0","0","0","0","0","0","123","123","123","123","123","123","123","123","123","123","0","123","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3175989","NA","2819322","NA","2421173","2810065","3177617","3176101","NA","2421173","3178617","3143342","3166658","3178619","3131910","2419488","2419800","2420072","2420416","2419080","2417052","3179120","3143845","3166661","3179123","3131913","3179123","3181227","NA","3181125","3181327","2418309","3175989","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","24002","12","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","2","124","0","0","0","0","0","124","124","0","0","124","124","124","124","124","0","0","0","0","0","0","124","124","124","124","124","124","124","124","124","124","0","124","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3182066","NA","2819322","NA","2421173","2810065","3183644","3182131","NA","2421173","3184644","3184646","3166658","3178619","3131910","2419488","2419800","2420072","2420416","2419080","2417052","3184897","3184899","3166661","3179123","3131913","3184900","3187004","NA","3186902","3187104","2418309","3182066","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","26002","13","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","2","125","0","0","0","0","0","125","125","0","0","125","125","125","125","125","0","0","0","0","0","0","125","125","125","125","125","125","125","125","125","125","0","125","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3187983","NA","2819322","NA","2421173","2810065","3189602","3188085","NA","2421173","3190602","3190604","3166658","3178619","3131910","2419488","2419800","2420072","2420416","2419080","2417052","3190855","3190857","3166661","3179123","3131913","3190857","3192961","NA","3192859","3193061","2418309","3187983","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","28002","14","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","2","126","0","0","0","0","0","126","126","0","0","126","126","126","126","126","0","0","0","0","0","0","126","126","126","126","126","126","126","126","126","126","0","126","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3193819","NA","2819322","NA","2421173","2810065","3195441","3193921","NA","2421173","3196441","3190604","3166658","3178619","3196443","2419488","2419800","2420072","2420416","2419080","2417052","3196693","3190857","3166661","3179123","3196696","3196696","3198800","NA","3198698","3198900","2418309","3193819","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","30002","15","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","2","127","0","0","0","0","0","127","127","0","0","127","127","127","127","127","0","0","0","0","0","0","127","127","127","127","127","127","127","127","127","127","0","127","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3010316","3199624","NA","2819322","NA","2421173","2810065","3201251","3199731","NA","2421173","3202251","3202253","3166658","3178619","3196443","2419488","2419800","2420072","2420416","2419080","2417052","3202754","3202757","3166661","3179123","3196696","3202757","3204861","NA","3204759","3204961","2418309","3199624","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","32002","16","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","3","128","0","0","0","0","0","128","128","0","0","128","128","128","128","128","0","0","0","0","0","0","128","128","128","128","128","128","128","128","128","128","0","128","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3210795","NA","2819322","NA","2421173","2810065","3212425","3210908","NA","2421173","3213425","3202253","3213427","3178619","3196443","2419488","2419800","2420072","2420416","2419080","2417052","3213677","3202757","3213679","3179123","3196696","3213680","3215785","NA","3215682","3215885","2418309","3210795","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","2000","1","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","3","129","0","0","0","0","0","129","129","0","0","129","129","129","129","129","0","0","0","0","0","0","129","129","129","129","129","129","129","129","129","129","0","129","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3216606","NA","2819322","NA","2421173","2810065","3218228","3216712","NA","2421173","3219228","3202253","3213427","3178619","3219230","2419488","2419800","2420072","2420416","2419080","2417052","3219730","3202757","3213679","3179123","3219732","3219733","3221837","NA","3221735","3221937","2418309","3216606","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","4000","2","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","3","130","0","0","0","0","0","130","130","0","0","130","130","130","130","130","0","0","0","0","0","0","130","130","130","130","130","130","130","130","130","130","0","130","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3222693","NA","2819322","NA","2421173","2810065","3224264","3222749","NA","2421173","3225264","3202253","3213427","3178619","3225266","2419488","2419800","2420072","2420416","2419080","2417052","3225516","3202757","3213679","3179123","3225518","3225518","3227622","NA","3227520","3227722","2418309","3222693","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","6000","3","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","3","131","0","0","0","0","0","131","131","0","0","131","131","131","131","131","0","0","0","0","0","0","131","131","131","131","131","131","131","131","131","131","0","131","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2001","4857","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3228454","NA","2819322","NA","2421173","2810065","3230071","3228556","NA","2421173","3231072","3202253","3213427","3178619","3231074","2419488","2419800","2420072","2420416","2419080","2417052","3231075","3202757","3213679","3179123","3231077","3231077","3233182","NA","3233080","3233282","2418309","3228454","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","8001","4","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","yellow","green","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","3","132","0","0","0","0","0","132","132","0","0","132","132","132","132","132","0","0","0","0","0","0","132","132","132","132","132","132","132","132","132","132","0","132","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3234013","NA","2819322","NA","2421173","2810065","3235631","3234115","NA","2421173","3236631","3241634","3213427","3178619","3231074","2419488","2419800","2420072","2420416","2419080","2417052","3241634","3241637","3213679","3179123","3231077","3241637","3243741","NA","3243639","3243841","2418309","3234013","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","10001","5","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","red","green","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","3","133","0","0","0","0","0","133","133","0","0","133","133","133","133","133","0","0","0","0","0","0","133","133","133","133","133","133","133","133","133","133","0","133","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3244571","NA","2819322","NA","2421173","2810065","3246195","3244680","NA","2421173","3247195","3241634","3213427","3178619","3247197","2419488","2419800","2420072","2420416","2419080","2417052","3247698","3241637","3213679","3179123","3247700","3247700","3249804","NA","3249702","3249904","2418309","3244571","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","12001","6","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","NA","2","3","NA","NA","2","NA","3","3","134","0","0","0","0","0","134","134","0","0","134","134","134","134","134","0","0","0","0","0","0","134","134","134","134","134","134","134","134","134","134","0","134","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3250704","NA","2819322","NA","2421173","2810065","3253078","3251576","NA","2421173","3254078","3241634","3213427","3254080","3247197","2419488","2419800","2420072","2420416","2419080","2417052","3254330","3241637","3213679","3254332","3247700","3254332","3256436","NA","3256334","3256536","2418309","3250704","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","14001","7","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","NA","2","3","NA","NA","2","NA","3","3","135","0","0","0","0","0","135","135","0","0","135","135","135","135","135","0","0","0","0","0","0","135","135","135","135","135","135","135","135","135","135","0","135","NA","2","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","3111015","2711252","NA","NA","NA","NA","NA","3205262","3257259","NA","2819322","NA","2421173","2810065","3258897","3257385","NA","2421173","3259897","3259899","3213427","3254080","3247197","2419488","2419800","2420072","2420416","2419080","2417052","3259899","3259901","3213679","3254332","3247700","3259902","3262006","NA","3261904","3262106","2418309","3257259","NA","3111015","NA","2711252","2417051","Hommel2002EXP01","0","16001","8","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","136","0","0","0","0","0","136","136","0","0","136","136","136","136","136","0","0","0","0","0","0","136","136","136","136","136","136","136","136","136","136","0","136","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3262857","NA","2819322","NA","2421173","2810065","3264435","3262923","NA","2421173","3265435","3259899","3213427","3265437","3247197","2419488","2419800","2420072","2420416","2419080","2417052","3265937","3259901","3213679","3265939","3247700","3265939","3268043","NA","3267941","3268143","2418309","3262857","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","2000","1","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","137","0","0","0","0","0","137","137","0","0","137","137","137","137","137","0","0","0","0","0","0","137","137","137","137","137","137","137","137","137","137","0","137","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3268880","NA","2819322","NA","2421173","2810065","3270506","3268995","NA","2421173","3271506","3259899","3213427","3265437","3271508","2419488","2419800","2420072","2420416","2419080","2417052","3271508","3259901","3213679","3265939","3271510","3271511","3273615","NA","3273513","3273715","2418309","3268880","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","4000","2","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","z","NA","3","3","NA","NA","3","NA","3","3","138","0","0","0","0","0","138","138","0","0","138","138","138","138","138","0","0","0","0","0","0","138","138","138","138","138","138","138","138","138","138","0","138","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2001","4857","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3274431","NA","2819322","NA","2421173","2810065","3276045","3274534","NA","2421173","3277045","3259899","3277047","3265437","3271508","2419488","2419800","2420072","2420416","2419080","2417052","3277047","3259901","3277049","3265939","3271510","3277049","3279154","NA","3279052","3279254","2418309","3274430","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","6001","3","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","139","0","0","0","0","0","139","139","0","0","139","139","139","139","139","0","0","0","0","0","0","139","139","139","139","139","139","139","139","139","139","0","139","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3279976","NA","2819322","NA","2421173","2810065","3281594","3280082","NA","2421173","3282594","3259899","3277047","3265437","3282596","2419488","2419800","2420072","2420416","2419080","2417052","3283096","3259901","3277049","3265939","3283098","3283098","3285203","NA","3285101","3285303","2418309","3279976","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","8001","4","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","red","green","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","140","0","0","0","0","0","140","140","0","0","140","140","140","140","140","0","0","0","0","0","0","140","140","140","140","140","140","140","140","140","140","0","140","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3286061","NA","2819322","NA","2421173","2810065","3287931","3286429","NA","2421173","3288931","3259899","3277047","3288933","3282596","2419488","2419800","2420072","2420416","2419080","2417052","3288933","3259901","3277049","3288936","3283098","3288936","3291040","NA","3290938","3291140","2418309","3286061","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","10001","5","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","z","NA","3","3","NA","NA","3","NA","3","3","141","0","0","0","0","0","141","141","0","0","141","141","141","141","141","0","0","0","0","0","0","141","141","141","141","141","141","141","141","141","141","0","141","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3291946","NA","2819322","NA","2421173","2810065","3293574","3292062","NA","2421173","3294575","3294577","3277047","3288933","3282596","2419488","2419800","2420072","2420416","2419080","2417052","3295077","3295079","3277049","3288936","3283098","3295079","3297183","NA","3297081","3297283","2418309","3291946","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","12001","6","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","z","NA","3","3","NA","NA","3","NA","3","3","142","0","0","0","0","0","142","142","0","0","142","142","142","142","142","0","0","0","0","0","0","142","142","142","142","142","142","142","142","142","142","0","142","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3298102","NA","2819322","NA","2421173","2810065","3299708","3298197","NA","2421173","3300709","3294577","3300711","3288933","3282596","2419488","2419800","2420072","2420416","2419080","2417052","3300961","3295079","3300963","3288936","3283098","3300963","3303067","NA","3302965","3303167","2418309","3298102","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","14001","7","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","blue","green","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","143","0","0","0","0","0","143","143","0","0","143","143","143","143","143","0","0","0","0","0","0","143","143","143","143","143","143","143","143","143","143","0","143","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2001","4857","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3303890","NA","2819322","NA","2421173","2810065","3305509","3303998","NA","2421173","3306509","3294577","3300711","3288933","3306511","2419488","2419800","2420072","2420416","2419080","2417052","3306511","3295079","3300963","3288936","3306513","3306513","3308619","NA","3308516","3308719","2418309","3303890","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","16002","8","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","/","NA","3","3","NA","NA","3","NA","3","3","144","0","0","0","0","0","144","144","0","0","144","144","144","144","144","0","0","0","0","0","0","144","144","144","144","144","144","144","144","144","144","0","144","NA","3","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4857","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","3262143","2711252","NA","NA","NA","NA","NA","3205262","3309436","NA","2819322","NA","2421173","2810065","3311050","3309538","NA","2421173","3312050","3294577","3300711","3288933","3312052","2419488","2419800","2420072","2420416","2419080","2417052","3312302","3295079","3300963","3288936","3312304","3312304","3314408","NA","3314306","3314508","2418309","3309436","NA","3262143","NA","2711252","2417051","Hommel2002EXP01","0","18002","9","yes","1024"
