"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","150","0","0","0","0","0","150","150","0","0","150","150","150","150","150","0","0","0","0","0","0","150","150","150","150","150","150","150","150","150","150","0","150","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","964666","418995","NA","8910","NA","414709","966282","964766","8910","NA","967282","918978","961238","967284","955619","7225","7513","7729","8097","6056","2752","968285","919480","961740","968287","955622","968288","970392","NA","970290","970492","4681","964666","825219","NA","211978","NA","2752","Hommel2002EXP01","0","46001","23","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","151","0","0","0","0","0","151","151","0","0","151","151","151","151","151","0","0","0","0","0","0","151","151","151","151","151","151","151","151","151","151","0","151","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","971217","418995","NA","8910","NA","414709","972836","971320","8910","NA","973836","918978","961238","967284","973838","7225","7513","7729","8097","6056","2752","974839","919480","961740","968287","974841","974842","976946","NA","976844","977046","4681","971217","825219","NA","211978","NA","2752","Hommel2002EXP01","0","48001","24","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","152","0","0","0","0","0","152","152","0","0","152","152","152","152","152","0","0","0","0","0","0","152","152","152","152","152","152","152","152","152","152","0","152","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","977785","418995","NA","8910","NA","414709","979362","977847","8910","NA","980363","918978","980365","967284","973838","7225","7513","7729","8097","6056","2752","980366","919480","980369","968287","974841","980369","982473","NA","982371","982573","4681","977785","825219","NA","211978","NA","2752","Hommel2002EXP01","0","50001","25","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","153","0","0","0","0","0","153","153","0","0","153","153","153","153","153","0","0","0","0","0","0","153","153","153","153","153","153","153","153","153","153","0","153","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","983313","418995","NA","8910","NA","414709","984933","983418","8910","NA","985934","918978","980365","985936","973838","7225","7513","7729","8097","6056","2752","986437","919480","980369","986439","974841","986440","988544","NA","988442","988644","4681","983313","825219","NA","211978","NA","2752","Hommel2002EXP01","0","52001","26","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","blue","green","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","154","0","0","0","0","0","154","154","0","0","154","154","154","154","154","0","0","0","0","0","0","154","154","154","154","154","154","154","154","154","154","0","154","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","989362","418995","NA","8910","NA","414709","990976","989462","8910","NA","991976","991978","980365","985936","973838","7225","7513","7729","8097","6056","2752","992978","992980","980369","986439","974841","992981","995085","NA","994983","995185","4681","989362","825219","NA","211978","NA","2752","Hommel2002EXP01","0","54001","27","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","155","0","0","0","0","0","155","155","0","0","155","155","155","155","155","0","0","0","0","0","0","155","155","155","155","155","155","155","155","155","155","0","155","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","995955","418995","NA","8910","NA","414709","997580","996078","8910","NA","998580","991978","980365","985936","998582","7225","7513","7729","8097","6056","2752","1000082","992980","980369","986439","1000084","1000085","1002189","NA","1002087","1002289","4681","995955","825219","NA","211978","NA","2752","Hommel2002EXP01","0","56001","28","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","156","0","0","0","0","0","156","156","0","0","156","156","156","156","156","0","0","0","0","0","0","156","156","156","156","156","156","156","156","156","156","0","156","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","1002999","418995","NA","8910","NA","414709","1004623","1003107","8910","NA","1005623","991978","1005625","985936","998582","7225","7513","7729","8097","6056","2752","1005626","992980","1005628","986439","1000084","1005628","1007733","NA","1007631","1007833","4681","1002999","825219","NA","211978","NA","2752","Hommel2002EXP01","0","58002","29","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","157","0","0","0","0","0","157","157","0","0","157","157","157","157","157","0","0","0","0","0","0","157","157","157","157","157","157","157","157","157","157","0","157","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","1008566","418995","NA","8910","NA","414709","1010195","1008676","8910","NA","1011195","991978","1005625","985936","1011197","7225","7513","7729","8097","6056","2752","1011698","992980","1005628","986439","1011700","1011701","1013805","NA","1013703","1013905","4681","1008566","825219","NA","211978","NA","2752","Hommel2002EXP01","0","60002","30","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","158","0","0","0","0","0","158","158","0","0","158","158","158","158","158","0","0","0","0","0","0","158","158","158","158","158","158","158","158","158","158","0","158","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","1014675","418995","NA","8910","NA","414709","1016269","1014750","8910","NA","1017269","991978","1017271","985936","1011197","7225","7513","7729","8097","6056","2752","1018771","992980","1018773","986439","1011700","1018774","1020878","NA","1020776","1020978","4681","1014675","825219","NA","211978","NA","2752","Hommel2002EXP01","0","62002","31","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","159","0","0","0","0","0","159","159","0","0","159","159","159","159","159","0","0","0","0","0","0","159","159","159","159","159","159","159","159","159","159","0","159","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","1021821","418995","NA","8910","NA","414709","1023441","1021922","8910","NA","1024441","991978","1017271","1024443","1011197","7225","7513","7729","8097","6056","2752","1025944","992980","1018773","1025946","1011700","1025947","1028051","NA","1027949","1028151","4681","1021821","825219","NA","211978","NA","2752","Hommel2002EXP01","0","64002","32","yes","1024"
"y","yes","no","rect","0","0","2001","2001","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","160","0","0","0","0","0","160","160","0","0","160","160","160","160","160","0","0","0","0","0","0","160","160","160","160","160","160","160","160","160","160","0","160","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1028901","418995","NA","8910","NA","414709","1030522","1029003","8910","NA","1031523","991978","1017271","1031525","1011197","7225","7513","7729","8097","6056","2752","1031526","992980","1018773","1031528","1011700","1031528","1033633","NA","1033531","1033733","4681","1028900","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","2001","1","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","161","0","0","0","0","0","161","161","0","0","161","161","161","161","161","0","0","0","0","0","0","161","161","161","161","161","161","161","161","161","161","0","161","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1034486","418995","NA","8910","NA","414709","1036119","1034617","8910","NA","1037119","991978","1017271","1037121","1011197","7225","7513","7729","8097","6056","2752","1037622","992980","1018773","1037624","1011700","1037625","1039729","NA","1039627","1039829","4681","1034486","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","4001","2","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","162","0","0","0","0","0","162","162","0","0","162","162","162","162","162","0","0","0","0","0","0","162","162","162","162","162","162","162","162","162","162","0","162","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1040551","418995","NA","8910","NA","414709","1042174","1040656","8910","NA","1043175","1043177","1017271","1037121","1011197","7225","7513","7729","8097","6056","2752","1044677","1044679","1018773","1037624","1011700","1044680","1046784","NA","1046682","1046884","4681","1040551","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","6001","3","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","163","0","0","0","0","0","163","163","0","0","163","163","163","163","163","0","0","0","0","0","0","163","163","163","163","163","163","163","163","163","163","0","163","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1047605","418995","NA","8910","NA","414709","1049206","1047690","8910","NA","1050206","1050208","1017271","1037121","1011197","7225","7513","7729","8097","6056","2752","1051708","1051711","1018773","1037624","1011700","1051711","1053815","NA","1053713","1053915","4681","1047605","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","8001","4","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","164","0","0","0","0","0","164","164","0","0","164","164","164","164","164","0","0","0","0","0","0","164","164","164","164","164","164","164","164","164","164","0","164","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1054664","418995","NA","8910","NA","414709","1056268","1054752","8910","NA","1057268","1050208","1017271","1037121","1057270","7225","7513","7729","8097","6056","2752","1058770","1051711","1018773","1037624","1058772","1058773","1060877","NA","1060775","1060977","4681","1054664","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","10001","5","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","165","0","0","0","0","0","165","165","0","0","165","165","165","165","165","0","0","0","0","0","0","165","165","165","165","165","165","165","165","165","165","0","165","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1061736","418995","NA","8910","NA","414709","1063356","1061840","8910","NA","1064356","1050208","1064358","1037121","1057270","7225","7513","7729","8097","6056","2752","1065858","1051711","1065860","1037624","1058772","1065861","1067965","NA","1067863","1068065","4681","1061736","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","12001","6","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","166","0","0","0","0","0","166","166","0","0","166","166","166","166","166","0","0","0","0","0","0","166","166","166","166","166","166","166","166","166","166","0","166","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1068776","418995","NA","8910","NA","414709","1070404","1068886","8910","NA","1071404","1071406","1064358","1037121","1057270","7225","7513","7729","8097","6056","2752","1071407","1071409","1065860","1037624","1058772","1071409","1073514","NA","1073412","1073614","4681","1068776","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","14002","7","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","167","0","0","0","0","0","167","167","0","0","167","167","167","167","167","0","0","0","0","0","0","167","167","167","167","167","167","167","167","167","167","0","167","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1074335","418995","NA","8910","NA","414709","1075964","1074445","8910","NA","1076965","1071406","1076967","1037121","1057270","7225","7513","7729","8097","6056","2752","1077967","1071409","1077969","1037624","1058772","1077970","1080074","NA","1079972","1080174","4681","1074335","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","16002","8","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","168","0","0","0","0","0","168","168","0","0","168","168","168","168","168","0","0","0","0","0","0","168","168","168","168","168","168","168","168","168","168","0","168","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1080939","418995","NA","8910","NA","414709","1082566","1081064","8910","NA","1083566","1071406","1076967","1037121","1083568","7225","7513","7729","8097","6056","2752","1084568","1071409","1077969","1037624","1084570","1084571","1086675","NA","1086573","1086775","4681","1080939","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","18002","9","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","169","0","0","0","0","0","169","169","0","0","169","169","169","169","169","0","0","0","0","0","0","169","169","169","169","169","169","169","169","169","169","0","169","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1087510","418995","NA","8910","NA","414709","1089125","1087609","8910","NA","1090125","1090127","1076967","1037121","1083568","7225","7513","7729","8097","6056","2752","1091128","1091130","1077969","1037624","1084570","1091131","1093235","NA","1093133","1093335","4681","1087510","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","20002","10","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","170","0","0","0","0","0","170","170","0","0","170","170","170","170","170","0","0","0","0","0","0","170","170","170","170","170","170","170","170","170","170","0","170","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1094074","418995","NA","8910","NA","414709","1095652","1094136","8910","NA","1096652","1090127","1076967","1096654","1083568","7225","7513","7729","8097","6056","2752","1098155","1091130","1077969","1098157","1084570","1098158","1100263","NA","1100161","1100363","4681","1094074","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","22002","11","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","171","0","0","0","0","0","171","171","0","0","171","171","171","171","171","0","0","0","0","0","0","171","171","171","171","171","171","171","171","171","171","0","171","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1101128","418995","NA","8910","NA","414709","1102752","1101236","8910","NA","1103752","1090127","1103754","1096654","1083568","7225","7513","7729","8097","6056","2752","1103755","1091130","1103757","1098157","1084570","1103757","1105862","NA","1105760","1105962","4681","1101128","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","24003","12","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","172","0","0","0","0","0","172","172","0","0","172","172","172","172","172","0","0","0","0","0","0","172","172","172","172","172","172","172","172","172","172","0","172","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1106695","418995","NA","8910","NA","414709","1108318","1106803","8910","NA","1109319","1090127","1103754","1096654","1109321","7225","7513","7729","8097","6056","2752","1109322","1091130","1103757","1098157","1109324","1109324","1111429","NA","1111327","1111529","4681","1106695","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","26004","13","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","173","0","0","0","0","0","173","173","0","0","173","173","173","173","173","0","0","0","0","0","0","173","173","173","173","173","173","173","173","173","173","0","173","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1112252","418995","NA","8910","NA","414709","1113873","1112358","8910","NA","1114874","1114876","1103754","1096654","1109321","7225","7513","7729","8097","6056","2752","1115876","1115879","1103757","1098157","1109324","1115879","1117983","NA","1117881","1118083","4681","1112252","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","28004","14","yes","1024"
